dataset,variable,meaning,unit,type,missing_values,missing_fraction,unique_values,semantic_status,source,business_interpretation
hours,dia_semana,dia semana,see metric/field name,str,0,0.0,7,derived,Canonical pipeline,dia semana
hours,pedidos,pedidos,see metric/field name,Int64,0,0.0,473,derived,Canonical pipeline,pedidos
hours,completed,completed,see metric/field name,float64,0,0.0,469,derived,Canonical pipeline,completed
hours,late_count,late count,see metric/field name,float64,0,0.0,329,derived,Canonical pipeline,late count
hours,late_eligible_count,late eligible count,see metric/field name,float64,0,0.0,469,derived,Canonical pipeline,late eligible count
hours,pre_affected,pre affected,see metric/field name,float64,0,0.0,283,derived,Canonical pipeline,pre affected
hours,pre_eligible_count,pre eligible count,see metric/field name,float64,0,0.0,474,derived,Canonical pipeline,pre eligible count
hours,post_affected,post affected,see metric/field name,float64,0,0.0,83,derived,Canonical pipeline,post affected
hours,post_eligible_count,post eligible count,see metric/field name,float64,0,0.0,474,derived,Canonical pipeline,post eligible count
hours,cpo_total,Sum of all recorded cost rows for order/hour,recorded cost units,float64,0,0.0,651,derived and reconciled,Canonical pipeline,Sum of all recorded cost rows for order/hour
hours,mean_actual_min,mean actual min,minutes,float64,95,0.1278600269179004,648,derived,Canonical pipeline,mean actual min
hours,p90_actual_min,p90 actual min,minutes,float64,95,0.1278600269179004,629,derived,Canonical pipeline,p90 actual min
hours,mean_pre_undispatches,mean pre undispatches,see metric/field name,float64,93,0.12516823687752354,599,derived,Canonical pipeline,mean pre undispatches
hours,mean_post_undispatches,mean post undispatches,see metric/field name,float64,93,0.12516823687752354,537,derived,Canonical pipeline,mean post undispatches
hours,rider_hours_total,Union of dated rider shift intervals within hour; missing means no usable recorded supply,observed rider-hours,float64,46,0.06191117092866756,693,derived; not total actual capacity,Canonical pipeline,Union of dated rider shift intervals within hour; missing means no usable recorded supply
hours,observed_riders,observed riders,see metric/field name,float64,46,0.06191117092866756,451,derived,Canonical pipeline,observed riders
hours,supply_observed,supply observed,see metric/field name,bool,0,0.0,2,derived,Canonical pipeline,supply observed
hours,utr_proxy,Recorded orders / observed rider-hours over matching calendar hours,orders per observed rider-hour,Float64,46,0.06191117092866756,645,derived throughput proxy; not busy-time utilization,Canonical pipeline,Recorded orders / observed rider-hours over matching calendar hours
hours,demand_band,demand band,see metric/field name,str,0,0.0,3,derived,Canonical pipeline,demand band
hours,supply_band,supply band,see metric/field name,str,0,0.0,4,derived,Canonical pipeline,supply band
hours,pressure_band,pressure band,see metric/field name,str,0,0.0,4,derived,Canonical pipeline,pressure band
hours,relative_demand_band,relative demand band,see metric/field name,str,0,0.0,3,derived,Canonical pipeline,relative demand band
hours,relative_supply_band,relative supply band,see metric/field name,str,0,0.0,4,derived,Canonical pipeline,relative supply band
hours,peak_hour,peak hour,see metric/field name,boolean,0,0.0,2,derived,Canonical pipeline,peak hour
hours,partial_boundary_day,partial boundary day,see metric/field name,bool,0,0.0,2,derived,Canonical pipeline,partial boundary day
